Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s)
2,M104,I.S. 104 - MANHATTAN,SCA CIP RESOA,FY 21 RESO A (MA) FITNESS ROOM / PATH OF TRAVEL RESO A FITNESS ROOM,"CM,F&E",In-Progress,8/7/2024,7/2/2025,,90525,150247,143922,"DSF0001008815, DSF0001032955"
2,M104,I.S. 104 - MANHATTAN,SCA Emergency Response,EMERGENCY STABILIZATION- FACADE SPALLING @ M104,Construction,In-Progress,11/13/2024,EMER,,EMER,6521,6521,SCA0000073605
2,M104,I.S. 104 - MANHATTAN,SCA IEH,PO18-ABATE PIPE INSULATION IN ROOM B9 DUE TO A HOT WATER LINE THAT IS LEAKING. SPACE ID# 1009 AND IT,Construction,In-Progress,7/11/2025,IEH,,IEH,12873,1407,SCA0000074444
2,M104,I.S. 104 - MANHATTAN,SCA IEH,PO18-SOME AREAS WERE IDENTIFIED IN THE AHERA PERIODIC SURVEILLANCE AS RESPONSE ACTION DUE TO OBSERVE,Construction,In-Progress,8/14/2025,IEH,,IEH,750,0,SCA0000074669
2,M104,I.S. 104 - MANHATTAN,DOE - RESOA,FY21 RESO A BATHROOM UPGRADE,Construction,In-Progress,11/19/2021,DOER,,DOER,161767,0,DSF0001007818
2,M104,I.S. 104 - MANHATTAN,DOE - RESOA,FY22 RESO A BATHROOM UPGRADES,Construction,In-Progress,1/12/2023,DOER,,DOER,257073,0,DSF0001033646
2,M104,I.S. 104 - MANHATTAN,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,4/11/2024,DOER,,DOER,168590,0,DSF0001035659
2,M104,I.S. 104 - MANHATTAN,DOE - Skilled Trades,WATER HEATERS,Construction,In-Progress,6/1/2016,DOES,,DOES,270403,0,DSF0000785705
2,M104,I.S. 104 - MANHATTAN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2/6/2025,DOES,2/13/2025,DOES,65832,8514,DSF0001084786
2,M111,P.S. 111 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Scope,Complete,8/10/2023,12/12/2023,8/22/2023,4480,3937,3937,DSF0001035030
2,M111,P.S. 111 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Design,Complete,8/22/2023,2/21/2024,12/13/2023,20160,15748,15748,DSF0001035030
2,M111,P.S. 111 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,Construction,Complete,5/27/2024,5/26/2025,5/12/2025,259840,233700,209028,DSF0001035030
2,M111,P.S. 111 - MANHATTAN,SCA CIP,IPDVS CAMERA INSTALLATION,"CM,F&E",Complete,5/27/2024,5/26/2025,5/12/2025,173327,156812,84700,DSF0001035030
2,M111,P.S. 111 - MANHATTAN,SCA IEH,PO18-SOME AREAS WERE IDENTIFIED DURING THE AHERA PERIODIC SURVEILLANCE AS RESPONSE ACTION DUE TO ABS,Construction,In-Progress,8/5/2025,IEH,,IEH,750,0,SCA0000074586
2,M111,P.S. 111 - MANHATTAN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000,0,DSF0001163604
2,M111,P.S. 111 - MANHATTAN,DOE - RESOA,FY21 RESO A INTERIOR SPACES,Construction,PNS,PNS,PNS,PNS,DOER,50000,0,DSF0001007806
2,M111,P.S. 111 - MANHATTAN,DOE - RESOA,FY23 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,346455,0,DSF0001035664
2,M111,P.S. 111 - MANHATTAN,DOE - RESOA,FY24 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,286457,0,DSF0001086212
2,M111,CITY KNOLL MIDDLE SCHOOL,DOE - RESOA,FY25 RESO A HYDROPONICS LAB,Construction,PNS,PNS,PNS,PNS,DOER,175000,0,DSF0001112796
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A INTERIOR SPACES,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF0001113606
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A INTERIOR SPACES,Design,PNS,PNS,PNS,PNS,0,0,0,DSF0001113606
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A INTERIOR SPACES,Construction,PNS,PNS,PNS,PNS,0,0,0,DSF0001113606
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A INTERIOR SPACES,"CM,F&E",PNS,PNS,PNS,PNS,0,0,0,DSF0001113606
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,RESO A- DANCE STUDIO,Scope,Complete,4/9/2021,7/12/2021,7/28/2021,0,19155,19155,DSF0001008762
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,RESO A- DANCE STUDIO,Design,Complete,8/9/2021,1/12/2022,8/8/2022,50328,94901,94901,DSF0001008762
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,RESO A- DANCE STUDIO,Construction,In-Progress,9/16/2024,6/12/2025,,738143,506706,236327,DSF0001008762
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,RESO A- DANCE STUDIO,"CM,F&E",In-Progress,9/16/2024,6/12/2025,,56584,67808,50817,DSF0001008762
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,FY16 RESO A GREEN ROOF,Scope,Complete,1/26/2016,6/9/2016,3/8/2016,29585,29585,29585,DSF0000823590
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,FY16 RESO A GREEN ROOF,Design,Complete,5/18/2016,10/19/2016,5/17/2019,183531,183531,183531,DSF0000823590
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,FY16 RESO A GREEN ROOF,Construction,PNS,PNS,PNS,PNS,0,0,0,DSF0000823590
2,M114,I.S. 114 - MANHATTAN,SCA CIP RESOA,FY16 RESO A GREEN ROOF,"CM,F&E",PNS,PNS,PNS,PNS,27430,27430,27430,DSF0000823590
2,M114,I.S. 114 - MANHATTAN,Fast Track Projects,FY25 RESO A INTERIOR SPACES,Construction,PNS,FTK,FTK,FTK,FTK,111589,0,DSF0001112798
2,M114,M138 SPED - MANHATTAN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,49310,0,DSF0001086214
2,M114,M138 SPED - MANHATTAN,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000,0,DSF0001112799
2,M114,I.S. 114 - MANHATTAN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,150000,0,DSF0001163295
2,M114,M138 SPED - MANHATTAN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000,0,DSF0001163606
2,M114,I.S. 114 - MANHATTAN,DOE - RESOA,RESO A LIBRARY UPGRADE,Construction,In-Progress,7/7/2023,DOER,,DOER,551514,0,DSF0001008761
2,M116,P.S. 116 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Scope,Complete,6/14/2024,10/31/2024,10/16/2024,210564,186450,182940,"DSF0001069127, DSF0001069129, DSF0001096830, DSF0001113803"
2,M116,P.S. 116 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Design,Complete,11/8/2024,4/15/2025,3/28/2025,975845,385817,385817,"DSF0001069127, DSF0001069129, DSF0001096830, DSF0001113803"
2,M116,P.S. 116 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,Construction,PNS,PNS,PNS,PNS,15413788,15413788,183037,"DSF0001069127, DSF0001069129, DSF0001096830, DSF0001113803"
2,M116,P.S. 116 - MANHATTAN,SCA CIP,ROOFS / EXTERIOR MASONRY / FLOOD ELIMINATION / WINDOWS,"CM,F&E",PNS,PNS,PNS,PNS,1619605,1619605,114734,"DSF0001069127, DSF0001069129, DSF0001096830, DSF0001113803"
2,M116,P.S. 116 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Scope,Complete,3/24/2022,6/22/2022,11/3/2022,0,57954,57954,DSF0001033651
2,M116,P.S. 116 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Design,Complete,11/17/2023,4/5/2024,4/28/2025,55616,65397,61233,DSF0001033651
2,M116,P.S. 116 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,815708,815708,9244,DSF0001033651
2,M116,P.S. 116 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,55616,55616,17593,DSF0001033651
2,M116,P.S. 116 - MANHATTAN,SCA CIP RESOA,RESO A PATH OF TRAVEL PLAYGROUND UPGRADE,Scope,Complete,4/17/2024,7/18/2024,8/19/2024,8003,8003,8003,DSF0001033650
2,M116,P.S. 116 - MANHATTAN,SCA CIP RESOA,RESO A PATH OF TRAVEL PLAYGROUND UPGRADE,Design,Complete,8/19/2024,12/19/2024,4/28/2025,26247,26247,8953,DSF0001033650
2,M116,P.S. 116 - MANHATTAN,SCA CIP RESOA,RESO A PATH OF TRAVEL PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,20292,20292,0,DSF0001033650
2,M116,P.S. 116 - MANHATTAN,SCA CIP RESOA,RESO A PATH OF TRAVEL PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,3916,3916,3916,DSF0001033650
2,M116,P.S. 116 - MANHATTAN,SCA IEH,PO18-ROOM 506 ABATE 624 SQ. FT. DAMAGED WOODEN FLOORING ASSIGNED TO SCA ON 06/27/2024,Construction,In-Progress,6/28/2024,IEH,,IEH,1786,461,SCA0000073102
2,M116,P.S. 116 - MANHATTAN,SCA IEH,PO18-AHERA PERIODIC SURVEILLANCE - REQUIRED RESPONSE ACTIONS THE FOLLOWING AREAS REQUIRE RESPONSE AC,Construction,Complete,3/4/2025,IEH,5/20/2025,IEH,45297,82,SCA0000074029
2,M116,P.S. 116 - MANHATTAN,SCA IEH,PO18-ABATE PIPE INSULATION AND FLOOR TILES IN RM 116 BOTH ARE PAINTED RED AND ARE IN ROOM 116 INSULA,Construction,Complete,5/7/2025,IEH,6/17/2025,IEH,15662,2601,SCA0000074243
2,M116,P.S. 116 - MANHATTAN,SCA IEH,"PO18-ABATE AND REPLACE FLOORING IN THE FOLLOWING ROOMS LISTED 5TH FLOOR CORRIDOR (SPACE ID# 6000), R",Construction,In-Progress,8/4/2025,IEH,,IEH,750,0,SCA0000074567
2,M116,P.S. 116 - MANHATTAN,SCA IEH,PO18-ABATE THE FOLLOWING FLOOR TILES ROOM 303  (SPACE ID# 4303 ) ROOM 308  (SPACE ID# 4308),Construction,In-Progress,8/14/2025,IEH,,IEH,750,0,SCA0000074668
2,M116,P.S. 116 - MANHATTAN,DIIT - RESOA,FY19 RESO A TECHNOLOGY,Purch & Install,In-Progress,3/14/2021,DIIR,,DIIR,49000,0,DSF0000890168
2,M116,P.S. 116 - MANHATTAN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000,0,DSF0001163607
2,M116,P.S. 116 - MANHATTAN,DOE - RESOA,FY17 RESO A KITCHEN AREAS,Construction,PNS,PNS,PNS,PNS,DOER,103801,0,DSF0000844793
2,M116,P.S. 116 - MANHATTAN,DOE - RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,7/10/2023,DOER,,DOER,307625,0,DSF0000866435
2,M116,P.S. 116 - MANHATTAN,DOE - RESOA,FY21 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,8/30/2021,DOER,,DOER,324251,0,DSF0000961300
2,M116,P.S. 116 - MANHATTAN,DOE - RESOA,FY25 RESO A STEM LAB,Construction,PNS,PNS,PNS,PNS,DOER,300000,0,DSF0001112801
2,M124,P.S. 124 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,5/15/2020,11/12/2020,10/23/2020,154300,257840,257840,"DSF0000944209, DSF0000944210, DSF0000944211, DSF0000944212"
2,M124,P.S. 124 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,10/29/2020,6/15/2021,7/1/2021,771500,490194,489833,"DSF0000944209, DSF0000944210, DSF0000944211, DSF0000944212"
2,M124,P.S. 124 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,Complete,9/6/2022,8/5/2024,3/14/2025,17358751,15965674,15013257,"DSF0000944209, DSF0000944210, DSF0000944211, DSF0000944212"
2,M124,P.S. 124 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",Complete,9/6/2022,8/5/2024,3/14/2025,1080100,396164,383481,"DSF0000944209, DSF0000944210, DSF0000944211, DSF0000944212"
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF0001033652
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,0,0,0,DSF0001033652
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0,0,DSF0001033652
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0,0,DSF0001033652
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF0001113608
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,0,0,0,DSF0001113608
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,0,0,0,DSF0001113608
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,0,0,0,DSF0001113608
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Scope,Complete,1/25/2022,4/25/2022,8/11/2022,0,51255,50886,DSF0001033653
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Design,Complete,8/7/2023,12/22/2023,12/26/2023,42000,65482,17874,DSF0001033653
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Construction,In-Progress,8/8/2025,8/7/2026,,616000,489697,46487,DSF0001033653
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,"CM,F&E",In-Progress,8/8/2025,8/7/2026,,42000,52739,17961,DSF0001033653
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0,0,DSF0001112803
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,Design,PNS,PNS,PNS,PNS,18600,18600,0,DSF0001112803
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,Construction,PNS,PNS,PNS,PNS,272800,272800,0,DSF0001112803
2,M124,P.S. 124 - MANHATTAN,SCA CIP RESOA,FY25 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,18600,18600,0,DSF0001112803
2,M124,P.S. 124 - MANHATTAN,SCA IEH,PO18-ABATE CEILING IN THE KITCHEN BATHRM DUE TO A LEAK SPACE DI# 3127T. (16 SQUARE FEET FOR THE CEIL,Construction,In-Progress,6/23/2025,IEH,,IEH,750,0,SCA0000074387
2,M124,P.S. 124 - MANHATTAN,DOE - RESOA,FY20 RESO A ROOM CONVERSION,Construction,In-Progress,7/12/2022,DOER,,DOER,93124,0,DSF0000913315
2,M124,P.S. 124 - MANHATTAN,DOE - RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,4/25/2022,DOER,,DOER,316643,0,DSF0000961306
2,M124,P.S. 124 - MANHATTAN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,11/20/2022,DOES,,DOES,123403,0,DSF0001034241
2,M126,P.S. 126 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Scope,Complete,10/23/2018,3/13/2019,1/10/2019,279097,290817,290817,"DSF0000875925, DSF0000875926, DSF0000875927, DSF0000875928"
2,M126,P.S. 126 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Design,Complete,1/16/2019,6/17/2019,5/29/2020,1385660,865601,844981,"DSF0000875925, DSF0000875926, DSF0000875927, DSF0000875928"
2,M126,P.S. 126 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,Construction,In-Progress,7/15/2021,7/13/2024,,30327154,28244569,20371547,"DSF0000875925, DSF0000875926, DSF0000875927, DSF0000875928"
2,M126,P.S. 126 - MANHATTAN,SCA CIP,ROOFS / PARAPETS / WINDOWS / EXTERIOR MASONRY,"CM,F&E",In-Progress,7/15/2021,7/13/2024,,2027404,754046,728749,"DSF0000875925, DSF0000875926, DSF0000875927, DSF0000875928"
2,M126,P.S. 126 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,3/17/2023,7/18/2023,3/24/2023,5645,3209,3209,DSF0001034612
2,M126,P.S. 126 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,3/24/2023,9/19/2023,5/8/2023,25403,12834,12834,DSF0001034612
2,M126,P.S. 126 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,Complete,11/3/2023,8/28/2024,4/17/2025,327417,296332,190092,DSF0001034612
2,M126,P.S. 126 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",Complete,11/3/2023,8/28/2024,4/17/2025,207693,189892,108673,DSF0001034612
2,M126,P.S. 126 - MANHATTAN,Fast Track Projects,FY20 RESO A ROOM CONVERSION,Construction,PNS,FTK,FTK,FTK,FTK,52000,0,DSF0000913085
2,M126,P.S. 126 - MANHATTAN,DOE - RESOA,FY17 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,1/15/2019,DOER,,DOER,225277,0,DSF0000844196
2,M126,P.S. 126 - MANHATTAN,DOE - RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Construction,PNS,PNS,PNS,PNS,DOER,300000,0,DSF0000913317
2,M130,P.S. 130 - MANHATTAN,SCA CIP,ROOFS,Scope,Complete,9/17/2024,9/17/2024,9/17/2024,3109,6608,6608,DSF0001097009
2,M130,P.S. 130 - MANHATTAN,SCA CIP,ROOFS,Design,Complete,9/17/2024,1/17/2025,11/22/2024,12434,3373,3373,DSF0001097009
2,M130,P.S. 130 - MANHATTAN,SCA CIP,ROOFS,Construction,PNS,PNS,PNS,PNS,178740,178740,0,DSF0001097009
2,M130,P.S. 130 - MANHATTAN,SCA CIP,ROOFS,"CM,F&E",PNS,PNS,PNS,PNS,45851,45851,203,DSF0001097009
2,M130,P.S. 130 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,6/12/2024,10/11/2024,6/13/2024,2800,2457,2457,DSF0001087480
2,M130,P.S. 130 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,6/13/2024,12/11/2024,12/11/2024,12600,9828,9828,DSF0001087480
2,M130,P.S. 130 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,8/15/2025,7/10/2026,,162400,158213,10838,DSF0001087480
2,M130,P.S. 130 - MANHATTAN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,8/15/2025,7/10/2026,,34364,28432,13312,DSF0001087480
2,M130,P.S. 130 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Scope,Complete,1/26/2022,4/26/2022,8/11/2022,0,13499,13499,DSF0001033656
2,M130,P.S. 130 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Design,Complete,8/15/2022,1/3/2023,12/8/2022,36000,53998,53998,DSF0001033656
2,M130,P.S. 130 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,Construction,In-Progress,11/7/2023,8/2/2024,,528000,489278,159820,DSF0001033656
2,M130,P.S. 130 - MANHATTAN,SCA CIP RESOA,FY22 RESO A PLAYGROUND UPGRADE,"CM,F&E",In-Progress,11/7/2023,8/2/2024,,36000,58577,57620,DSF0001033656
2,M130,P.S. 130 - MANHATTAN,DOE - RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,9/6/2022,DOER,,DOER,91489,0,DSF0000961341
2,M131,PACE HIGH SCHOOL - MANHATTAN,SCA CIP RESOA,FY25 RESO A GYMNASIUM UPGRADE,Scope,Complete,3/28/2025,7/30/2025,7/23/2025,0,27397,27397,DSF0001112808
2,M131,PACE HIGH SCHOOL - MANHATTAN,SCA CIP RESOA,FY25 RESO A GYMNASIUM UPGRADE,Design,In-Progress,7/24/2025,12/10/2025,,46890,83750,13564,DSF0001112808
2,M131,PACE HIGH SCHOOL - MANHATTAN,SCA CIP RESOA,FY25 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,687716,687716,0,DSF0001112808
2,M131,PACE HIGH SCHOOL - MANHATTAN,SCA CIP RESOA,FY25 RESO A GYMNASIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,46890,46890,8480,DSF0001112808
2,M131,PACE HIGH SCHOOL - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Scope,Complete,5/14/2025,8/15/2025,8/13/2025,40000,40000,0,DSF0001113609
2,M131,PACE HIGH SCHOOL - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Design,In-Progress,8/14/2025,12/16/2025,,40000,40000,0,DSF0001113609
2,M131,PACE HIGH SCHOOL - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,38284,38284,0,DSF0001113609
2,M131,PACE HIGH SCHOOL - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,2610,2610,709,DSF0001113609
2,M131,I.S. 131 - MANHATTAN,SCA IEH,PO18-SOME AREAS WERE IDENTIFIED IN THE AHERA PERIODIC SURVEILLANCE AS RESPONSE ACTION DUE TO OBSERVE,Construction,In-Progress,8/21/2025,IEH,,IEH,750,0,SCA0000074824
2,M131,I.S. 131 - MANHATTAN,Fast Track Projects,INTERIOR SPACES- WALL REPAIR,Construction,In-Progress,8/26/2022,FTK,,FTK,3018749,2330097,DSF0000960924
2,M131,I.S. 131 - MANHATTAN,Fast Track Projects,LSP DANCE FLOOR REPLACEMENT,Construction,In-Progress,12/22/2020,FTK,,FTK,225064,171412,DSF0000914244
2,M131,I.S. 131 - MANHATTAN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,75000,0,DSF0001163667
2,M131,I.S. 131 - MANHATTAN,DOE - RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,12/14/2022,DOER,,DOER,115913,0,DSF0000961351
2,M158,P.S. 158 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM,Scope,Complete,9/9/2020,1/20/2021,10/1/2021,30137,39350,39350,"DSF0000961103, DSF0000993401"
2,M158,P.S. 158 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM,Design,Complete,10/13/2021,4/19/2022,7/12/2022,145516,230659,215570,"DSF0000961103, DSF0000993401"
2,M158,P.S. 158 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM,Construction,In-Progress,5/3/2023,5/1/2025,,2827207,2810061,2301521,"DSF0000961103, DSF0000993401"
2,M158,P.S. 158 - MANHATTAN,SCA CIP,COVID VENTILATION / COVID FIRE ALARM SYSTEM,"CM,F&E",In-Progress,5/3/2023,5/1/2025,,249701,431999,414001,"DSF0000961103, DSF0000993401"
2,M158,YORKVILLE EAST MIDDLE SCHOOL,DIIT - RESOA,FY25 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,4/1/2025,DIIR,6/27/2025,DIIR,150000,150000,DSF0001112822
2,M158,P.S. 158 - MANHATTAN,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000,0,DSF0001163674
2,M158,YORKVILLE EAST MIDDLE SCHOOL,DIIT - RESOA,FY26 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,PNS,PNS,PNS,DIIR,50000,0,DSF0001163675
2,M158,P.S. 158 - MANHATTAN,DOE - RESOA,FY23 RESO A BATHROOM UPGRADES,Construction,In-Progress,11/16/2023,DOER,,DOER,229362,0,DSF0001035695
2,M158,P.S. 158 - MANHATTAN,DOE - RESOA,FY25 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,DOER,400000,0,DSF0001112821
2,M167,I.S. 167 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE / FY23 RESO A GYMNASIUM UPGRADE,Scope,Complete,2/28/2023,6/29/2023,10/11/2023,0,15704,15704,"DSF0001035702, DSF0001035703"
2,M167,I.S. 167 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE / FY23 RESO A GYMNASIUM UPGRADE,Design,Complete,1/8/2024,5/31/2024,8/20/2024,31610,65110,46763,"DSF0001035702, DSF0001035703"
2,M167,I.S. 167 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE / FY23 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,463615,764851,5237,"DSF0001035702, DSF0001035703"
2,M167,I.S. 167 - MANHATTAN,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE / FY23 RESO A GYMNASIUM UPGRADE,"CM,F&E",PNS,PNS,PNS,PNS,31610,56358,17007,"DSF0001035702, DSF0001035703"
